gid,stream_name,reservation,site_number,river_basin,river_code,drainage_area(mi2),survey_reach(ft),latitude,longitude,river_mile,date,scorers,comments,stream_channel_mod,substrate_metric_total,percent_best_types,substrate_metric_a,substrate1,substrate2,per_boulder_slabs,per_boulder_256mm,per_bedrock,per_cobble,per_gravel,per_sand,per_silt,per_leaf_woody,per_detritus,per_clay_hardpan,per_muck,per_artificial,substrate_metric_b,pool_metric_total,pool_depth_(cm),bankfull_metric_total,average_bankfull_(m),riparian_width_left,riparian_width_right,floodplain_quality_left,floodplain_quality_right,flow_regime,sinuosity,stream_gradient,qhei_done,designated_use,watershed,usgs_quad,soil_map_page,soil_map_order,county,city_twp_name,base_flow,date_last_rain,amt_last_rain,turbid,%_canopy_open,water_sample,temp,dissolved_oxygen_mgl,ph,conductivity,reach_representative,fish_observed,fish_sample_method,fish_time_collecting_minutes,frogs_tadpoles_observed,salamanders_observed,salamander_sample_method,salamander_time_collecting_minutes,aquatic_macros_observed,macro_time_collecting_minutes,macro_vouchers_collected,macro_comments,mountain_dusky_larvae,mountain_dusky_juveniles,mountain_dusky_adults,northern_dusky_larvae,northern_dusky_juveniles,northern_dusky_adults,two_lined_larvae,two_lined_juveniles,two_lined_adults,long_tailed_larvae,long_tailed_juveniles,long_tailed_adults,northern_red_larvae,northern_red_juveniles,northern_red_adults,mole_larvae,mole_juveniles,mole_adults,four_toed_larvae,four_toed_juveniles,four_toed_adults,red_backed_juveniles,red_backed_adults,slimy_juveniles,slimy_adults,blacknose_dace,bluegill_sunfish,bluntnose_minnow,brindled_madtom,brook_stickleback,brook_trout,brown_trout,central_mudminnow,central_stoneroller_minnow,common_shiner,creek_chub,eastern_sand_darter,fantail_darter,fathead_minnow,golden_shiner,goldfish,grass_pickerel,greenside_darter,green_sunfish,johnny_darter,largemouth_bass,longear_sunfish,longnose_dace,mottled_sculpin,northern_hog_sucker,pumpkinseed_sunfish,rainbow_darter,rainbow_trout,redbelly_dace,redside_dace,river_chub,silverjaw_minnow,smallmouth_bass,spotfin_shiner,stonecat_madtom,striped_shiner,trout_perch,warmouth_sunfish,white_sucker,yellow_bullhead_catfish,unidentified_fish_fry,sessile_animals,aquatic_worms,sow_bugs,scuds,water_mites,damselfly_nymphs,alderfly_larvae,other_beetles,crayfish,dragonfly_nymphs,riffle_beetles,other_flies,midges,snails,clams,fishfly_larvae,water_penny_beetles,cranefly_larvae,ameletidae,arthropleidae,baetidae,baetiscidae,caenidae,ephemerellidae,ephemeridae,heptageniidae,isonychiidae,leptohyphidae,leptophlebiidae,polymitarcyidae,potamanthidae,pseudironidae,siphlonuridae,capniidae,chloroperlidae,leuctridae,nemouridae,peltoperlidae,perlidae,perlodidae,pteronarcyidae,taeniopterygidae,brachycentridae,dipseuodopsidae,glossosomatidae,goeridae,helicopsychidae,hydropsychidae,hydroptilidae,lepidostomatidae,leptoceridae,limnephilidae,molannidae,odontoceridae,philopotamidae,phryganeidae,polycentropodidae,psychomiidae,rhyacophilidae,uenoidae,total_mayfly,total_stonefly,total_caddisfly,total_ept,hhei_score,hmfei_score,hmfei_narrative
"1516",15-001-26.68IV-28I,South Chagrin,"7","15","1",0.00572,200,41.4226,-81.42878,26.68,2003/09/11,JS,,none/natural channel,"19",28,"12",gravel,leaf pack/woody debris,0,10,8,10,40,5,2,25,0,0,0,0,"7","25",19,"15",1.3,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"1",moderate to severe,no,WWH,Chagrin River,Chagrin Falls,"35","1",Cuyahoga,Bentleyville,yes,2003/09/09,0.07,no,10,no,16,,7.09,1.087,yes,no,,,no,yes,visual,"15",yes,"15",,,,"3","2",,"4","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,rare,,,common,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59","5",Class I/Ephemeral
"1517",15-001-11.83III-8I,North Chagrin,"29","15","1",,200,41.58107,-81.42612,11.83,2010/07/15,"CW, AR, BB, JS",,none/natural channel,"13",2,"6",clay or hardpan,sand,0,1,0,1,10,21,7,20,0,40,0,0,"7","25",15.5,"15",1.4,wide,wide,mature forest or wetland,mature forest or wetland,intermittent,"0.5",severe,no,WWH,Chagrin River,Mayfield Heights,"28","0",Lake,Willoughby Hills,yes,2010/07/12,2,no,20,no,20.5,1.89,7.64,1.111,yes,no,,0,yes,no,visual and dip net,"10",yes,"20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,abundant,,,,abundant,common,,,,,,,,,,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1","53","7",Class II/Warm Water
"1518",15-001-11.83III-10I,North Chagrin,"27","15","1",,200,41.58226,-81.42587,11.83,2010/07/15,"CW, AR, BB, JS",,none/natural channel,"22",8,"15",sand,gravel,0,1,0,7,24,35,1,15,0,17,0,0,"7","30",27,"20",1.97,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"0.5",moderate to severe,no,WWH,Chagrin River,Mayfield Heights,"28","1",Lake,Willoughby Hills,yes,2010/07/12,2,no,25,no,19.6,2.65,7.45,0.566,yes,no,,0,yes,yes,visual and dip net,"10",yes,"20",,,,,,"1",,"1","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,rare,,,,rare,,,,,,,,,,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1","72","7",Class II/Warm Water
"1519",15-001-11.83III-10I,North Chagrin,"27","15","1",,200,41.58224,-81.42584,11.83,2018/08/14,"CW, OL, VR, MW",,none/natural channel,"22",2,"15",gravel,sand,0,1,0,1,40,23,1,10,0,24,0,0,"7","25",12.9,"5",0.9,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"1.5",moderate to severe,no,WWH,Chagrin River,Mayfield Heights,"28","1",Lake,Willoughby Hills,yes,2018/08/14,0.01,no,18,no,,,,,yes,no,,,no,yes,visual and dip net,"10",yes,"20",,,,"1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,,,,,,,,,,"1","1","52","5",Class I/Ephemeral
"1520",15-001-11.83III-13I,North Chagrin,"14","15","1",0.0404,200,41.58639,-81.42556,11.83,2010/07/08,"CW, NM, AR, BB, JS",,none/natural channel,"23",26,"15",gravel,sand,2,1,18,5,40,22,1,4,1,5,1,0,"8","25",11.3,"20",2.14,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"0.5",moderate,no,WWH,Chagrin River,Mayfield Heights,"28","1",Lake,Willoughby Hills,yes,2010/06/28,0.78,no,18,no,20.9,4.48,7.73,0.912,yes,no,visual and dip net,5,yes,yes,visual and dip net,"10",yes,"20",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,rare,,,common,,,,common,abundant,,,,,,rare,,,,,,,rare,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,"3","68","14",Class II/Warm Water
"1521",15-001-11.83III-12I,North Chagrin,"24","15","1",0.00591,200,41.58437,-81.42558,11.83,2010/07/15,"CW, AR, BB, JS",,none/natural channel,"23",15,"15",gravel,sand,1,1,10,3,30,25,1,10,0,19,0,0,"8","25",12.5,"5",0.87,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"0.5",severe,no,WWH,Chagrin River,Mayfield Heights,"28","1",Lake,Willoughby Hills,yes,2010/07/12,2,no,14,no,20.6,3.82,7.97,0.597,yes,no,,0,yes,yes,visual and dip net,"10",yes,"20",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,common,,,,abundant,common,,,,,,,,,,,,,rare,,,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,"2","53","10",Class II/Warm Water
"1522",15-001-11.83III-12I,North Chagrin,"24","15","1",0.00591,200,41.58437,-81.42557,11.83,2018/08/14,"CW, OL, VR, MW",,none/natural channel,"23",10,"15",gravel,sand,0,1,5,4,45,20,1,10,0,14,0,0,"8","20",33,"15",1.26,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"1",moderate to severe,no,WWH,Chagrin River,Mayfield Heights,"28","1",Lake,Willoughby Hills,yes,2018/08/14,0.01,no,20,no,,,,,yes,no,,,yes,yes,visual and dip net,"10",yes,"20",,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,rare,rare,,,,rare,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58","7",Class II/Warm Water
"1523",15-001-11.83III-13I,North Chagrin,"14","15","1",0.0404,200,41.58612,-81.42554,11.83,2018/08/15,"CW, VR, MW",,none/natural channel,"23",24,"15",gravel,sand,0,3,18,3,41,24,1,6,0,4,0,0,"8","30",22.8,"15",1.2,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"0.5",moderate to severe,no,WWH,Chagrin River,Mayfield Heights,"28","1",Lake,Willoughby Hills,yes,2018/08/14,0.01,no,18,no,,,,,yes,no,visual and dip net,5,no,no,visual and dip net,"10",yes,"15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,rare,,rare,,,rare,,,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1","68","8",Class II/Warm Water
"1524",15-001-11.83III-13I,North Chagrin ,"14","15","001",0.0404,200,41.5866467,-81.4254849,11.83,2021/08/03,"CW, AB, KV",,none/natural channel,"34",31,"25",bedrock,gravel,1,1,28,1,40,13,1,3,0,12,0,0,"9","30",23,"20",2.06,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.5",moderate to severe,no,WWH,Chagrin River ,Mayfield Heights,,,Lake,Willoughby Hills,yes,2021/08/01,0.48,no,18,no,15,,,,yes,no,visual and dip net,5,no,yes,visual and dip net,"20",yes,"50",no,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,,,,common,rare,rare,,abundant,common,rare,,,,rare,,,,,,,,,,,,,,,,,,rare,,,,,,,,,,,,rare,,,,,,,,,,,,,"0","1","1","2","84","18",Class II/Warm Water
"1525",15-001-13.50III-6I,North Chagrin,"86","15","1",0.13,200,41.5556,-81.42597,13.5,2010/07/30,"CW, NM, AR, BB, JS",,none/natural channel,"23",23,"15",gravel,sand,2,2,7,12,48,18,1,4,0,6,0,0,"8","25",10.2,"20",2.91,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"3",moderate,no,WWH,Chagrin River,Mayfield Heights,"5","1",Cuyahoga,Mayfield,yes,2010/07/28,0.6,no,15,no,19.9,1.94,6.42,0.571,yes,no,,0,no,yes,visual and dip net,"10",yes,"20",,,,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,rare,rare,,abundant,,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68","7",Class II/Warm Water
"1526",15-001-13.49II-1I,North Chagrin,"84","15","1",0.0405,200,41.55801,-81.42592,13.49,2010/07/30,"CW, NM, AR, BB, JS",,none/natural channel,"32",67,"25",bedrock,gravel,5,1,50,11,21,9,0,3,0,0,0,0,"7","30",30,"20",2.15,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"2",moderate,no,WWH,Chagrin River,Mayfield Heights,"5","1",Cuyahoga,Mayfield,yes,2010/07/28,0.6,no,16,no,18.9,7.01,7.93,1.144,yes,no,visual and dip net,5,yes,yes,visual and dip net,"10",yes,"15",,,,,,"1",,,"10",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very abundant,,,,,,,,,,,common,,rare,,,rare,rare,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,"2",,"1","3","82","15",Class II/Warm Water
"1527",15-001-12.50III-1II,North Chagrin ,"41","15","001",0.0139,200,41.5775477,-81.4255911,12.5,2021/08/04,"CW, AB, KV",,none/natural channel,"21",7,"15",gravel,sand,0,0,0,7,35,29,2,6,0,21,0,0,"6","15",10,"15",1.5,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.5",moderate to severe,no,WWH,Chagrin River ,Mayfield Heights,,,Lake,Willoughby Hills,yes,2021/08/01,0.48,no,18,no,16,,,,yes,no,visual and dip net,5,yes,no,visual and dip net,"15",yes,"25",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,rare,,abundant,common,,,,,,,,common,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","0","0","2","51","11",Class II/Warm Water
"1528",15-001-11.83III-11I,North Chagrin,"25","15","1",,200,41.58379,-81.42537,11.83,2010/07/15,"CW, AR, BB, JS",,none/natural channel,"12",2,"6",clay or hardpan,sand,0,2,0,0,12,18,5,7,0,56,0,0,"6","15",9.6,"5",1,wide,wide,mature forest or wetland,mature forest or wetland,intermittent,"0.5",severe,no,WWH,Chagrin River,Mayfield Heights,"28","0",Lake,Willoughby Hills,yes,2010/07/12,2,no,14,no,20.3,2.58,7.44,0.529,yes,no,,0,no,yes,visual and dip net,"10",yes,"10",,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,rare,,,,rare,,,,,,,,,,,,,,,,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1","32","7",Class II/Warm Water
"1529",15-001-13.50III-2II,North Chagrin,"87","15","1",0.0573,200,41.55401,-81.42582,13.5,2010/08/02,"CW, NM, AR, BB, JS",,none/natural channel,"23",17,"15",gravel,sand,1,3,4,9,40,26,2,6,0,9,0,0,"8","15",9.6,"20",2.45,wide,wide,mature forest or wetland,mature forest or wetland,intermittent,"3",moderate,no,WWH,Chagrin River,Mayfield Heights,"5","1",Cuyahoga,Mayfield,yes,2010/07/28,0.6,no,19,no,20.1,3.03,7.04,0.441,yes,no,visual and dip net,5,yes,yes,visual and dip net,"10",yes,"15",,,,,,"4","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,common,rare,,,abundant,,common,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58","9",Class II/Warm Water
"1530",15-001-12.50III-1I,North Chagrin,"47","15","1",,200,41.5765,-81.42545,12.5,2010/07/21,"CW, NM, BB, JS, SM",,none/natural channel,"13",2,"6",clay or hardpan,sand,0,1,0,1,15,20,3,7,0,53,0,0,"7","15",8.7,"15",1.06,wide,wide,mature forest or wetland,mature forest or wetland,intermittent,"0.5",severe,no,WWH,Chagrin River,Mayfield Heights,"29","0",Lake,Willoughby Hills,yes,2010/07/20,0.15,no,18,no,19.8,1.77,6.43,1.196,yes,no,,0,yes,yes,visual and dip net,"10",yes,"15",,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,rare,rare,,,rare,,,,,,,,,,,,,,,,,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,"1","43","8",Class II/Warm Water
"1531",15-001-13.49II-1I,North Chagrin ,"84","15","001",0.0405,200,41.5581638,-81.4256971,13.49,2021/07/26,"CW, KV",,none/natural channel,"33",44,"25",bedrock,gravel,0,1,30,13,42,9,1,1,0,3,0,0,"8","20",41,"25",3.1,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"2.5",moderate to severe,no,WWH,Chagrin River ,Mayfield Heights,,,Cuyahoga,Mayfield,yes,2021/07/24,0.2,no,18,no,19,,,,yes,no,none,,yes,yes,visual and dip net,"20",yes,"30",no,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,,,,,,,,,rare,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","78","3",Class I/Ephemeral
"1532",15-001-13.50III-3I,North Chagrin,"90","15","1",,200,41.55368,-81.42577,13.5,2010/08/02,"CW, NM, AR, BB, JS",,none/natural channel,"22",6,"15",gravel,sand,0,3,0,3,50,29,3,5,0,0,7,0,"7","25",16.3,"20",1.88,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"1",flat to moderate,no,WWH,Chagrin River,Mayfield Heights,"5","0",Cuyahoga,Mayfield,yes,2010/07/28,0.6,no,18,no,21.6,0.96,6.61,1.911,yes,no,,0,yes,yes,visual and dip net,"10",yes,"10",,,,,,,,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,rare,,abundant,common,common,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67","7",Class II/Warm Water
"1533",15-001-11.83III-11I,North Chagrin,"25","15","1",,200,41.58374,-81.42525,11.83,2018/08/14,"CW, OL, VR, MW",,none/natural channel,"17",5,"9",gravel,clay or hardpan,0,1,1,3,40,17,1,7,0,30,0,0,"8","25",15.7,"5",0.6,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"1.5",severe,no,WWH,Chagrin River,Mayfield Heights,"28","0",Lake,Willoughby Hills,yes,2018/08/14,0.01,no,18,no,,,,,yes,no,,,yes,yes,visual and dip net,"10",yes,"20",,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47","2",Class I/Ephemeral
"1534",15-001-12.50III-1II,North Chagrin,"41","15","1",0.0139,200,41.57751,-81.42529,12.5,2010/07/19,"CW, NM, AR, JS, JC",,none/natural channel,"16",5,"9",gravel,clay or hardpan,0,1,0,4,35,25,1,6,0,28,0,0,"7","25",18.1,"15",1.44,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"1",moderate to severe,no,WWH,Chagrin River,Mayfield Heights,"29","1",Lake,Willoughby Hills,yes,2010/07/18,0.1,no,15,no,20.9,2.85,7.84,1.088,yes,no,,0,no,yes,visual and dip net,"10",yes,"20",,,,,"2",,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,rare,,,rare,abundant,,rare,,,,,,,,,,,,,,common,,,,,,,rare,,,,,,,,,,,,,,,,,,,,,rare,,,,"1","1","1","3","56","15",Class II/Warm Water
"1535",15-001-13.50III-7I,North Chagrin,"85","15","1",0.0281,200,41.55697,-81.42557,13.5,2010/07/30,"CW, NM, AR, BB, JS",,none/natural channel,"16",10,"9",gravel,clay or hardpan,0,3,7,0,40,9,2,4,0,35,0,0,"7","30",27.3,"20",1.81,wide,wide,mature forest or wetland,mature forest or wetland,intermittent,"0.5",moderate,no,WWH,Chagrin River,Mayfield Heights,"5","1",Cuyahoga,Mayfield,yes,2010/07/28,0.6,no,14,no,20,0.23,6.36,0.315,yes,no,,0,yes,yes,visual and dip net,"10",yes,"10",,,,,"1",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,rare,,,abundant,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66","5",Class I/Ephemeral
"1536",15-001-13.50III-2I,North Chagrin ,"100","15","001",0,200,41.5513437,-81.4256265,13.5,2021/08/04,"CW, AB, KV",,none/natural channel,"34",41,"25",bedrock,gravel,0,10,21,10,26,9,2,9,1,12,0,0,"9","25",20,"20",2.56,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"1.5",moderate to severe,no,WWH,Chagrin River ,Mayfield Heights,,,Cuyahoga,Mayfield,yes,2021/08/01,0.48,no,18,no,15.5,,,,yes,no,none,,yes,yes,visual and dip net,"20",yes,"40",no,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,,,rare,,,,,,rare,common,rare,,,,,,,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,"1","0","1","2","79","11",Class II/Warm Water
"1537",15-001-13.50III-6I,North Chagrin ,"86","15","001",0.13,200,41.5554403,-81.42544,13.5,2021/07/26,"CW, KV",,none/natural channel,"23",23,"15",gravel,sand,0,2,17,4,46,22,1,1,0,7,0,0,"8","25",19,"15",1.46,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"2.5",moderate to severe,no,WWH,Chagrin River ,Mayfield Heights,,,Cuyahoga,Mayfield,yes,2021/07/24,0.2,no,18,yes,19.5,,,,yes,no,none,,yes,yes,visual and dip net,"20",yes,"35",no,,,,,,,,"3",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,rare,,rare,common,abundant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","63","6",Class I/Ephemeral
"1538",15-001-11.83III-7I,North Chagrin,"28","15","1",,200,41.58188,-81.42496,11.83,2018/08/14,"CW, OL, VR, MW",,none/natural channel,"13",0,"9",clay or hardpan,gravel,0,0,0,0,25,10,0,20,0,45,0,0,"4","15",8.8,"5",0.7,wide,wide,mature forest or wetland,mature forest or wetland,interstitial,"1",severe,no,WWH,Chagrin River,Mayfield Heights,"28","0",Lake,Willoughby Hills,yes,2018/08/14,0.01,no,18,no,,,,,yes,no,,,yes,yes,visual and dip net,"10",yes,"10",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,,,rare,,,,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33","4",Class I/Ephemeral
"1539",15-001-11.83III-7I,North Chagrin,"28","15","1",,200,41.58186,-81.42495,11.83,2010/07/15,"CW, AR, BB, JS",,none/natural channel,"11",0,"6",clay or hardpan,sand,0,0,0,0,15,20,2,30,0,33,0,0,"5","5",3,"15",1.43,wide,wide,mature forest or wetland,mature forest or wetland,intermittent,"0.5",severe,no,WWH,Chagrin River,Mayfield Heights,"28","0",Lake,Willoughby Hills,yes,2010/07/12,2,no,15,no,,,,,yes,no,,0,yes,yes,visual and dip net,"10",no,"0",,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","0",Class I/Ephemeral
"1540",15-001-26.68IV-2II,South Chagrin,"10","15","1",0.0672,200,41.41494,-81.42767,26.68,2018/07/16,"CW, VR, MW",,none/natural channel,"22",20,"15",gravel,sand,0,4,0,16,40,31,1,1,0,7,0,0,"7","25",16.5,"20",1.87,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"2.5",moderate,no,WWH,Chagrin River,Chagrin Falls,"35","1",Cuyahoga,Bentleyville,yes,2018/07/06,0.31,no,18,no,,,,,yes,no,visual and dip net,10,yes,yes,visual and dip net,"10",yes,"30",,,,,,,,"4","6","1","3",,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant,,,rare,rare,,common,,,rare,,common,abundant,,,,abundant,,,,,,,,,,,,,,,,,,abundant,,,,,,,,,,,,common,,,,,,,,,,,,,,"1","1","2","67","17",Class II/Warm Water
"1541",15-001-26.68IV-2II,South Chagrin,"10","15","1",0.0672,200,41.41495,-81.42761,26.68,2003/09/16,JS,,none/natural channel,"28",60,"21",cobble,gravel,15,10,0,35,20,10,5,5,0,0,0,0,"7","25",16,"20",1.96,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"3",moderate,no,WWH,Chagrin River,Chagrin Falls,"35","1",Cuyahoga,Bentleyville,yes,2003/09/15,0.25,no,40,no,14.8,,7.91,0.905,yes,no,,,yes,yes,visual,"34",yes,"55",,,,,"4",,"4","13","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rare,,,,common,,,rare,rare,,common,,common,,rare,rare,rare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very abundant,,,,,,,abundant,,,,,,,,"2","2","73","23",Class III/Spring Water
"1542",15-001-12.50III-2II,North Chagrin,"42","15","1",,200,41.57785,-81.42494,12.5,2010/07/19,"CW, NM, AR, JS, JC",,none/natural channel,"22",7,"15",gravel,sand,0,1,0,6,40,27,1,10,0,15,0,0,"7","25",21.4,"20",2.27,wide,wide,mature forest or wetland,mature forest or wetland,intermittent,"1",moderate to severe,no,WWH,Chagrin River,Mayfield Heights,"29","1",Lake,Willoughby Hills,yes,2010/07/18,0.1,no,14,no,20.8,2.35,7.42,0.567,yes,no,,0,yes,yes,visual and dip net,"10",yes,"15",,,,"2",,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,common,,,abundant,abundant,,,,,,,,rare,,,,,,,,abundant,,,,,,,,,,,,,,,,,,,rare,,,,,,,,,rare,,,,"2",,"2","4","67","17",Class II/Warm Water
"1543",15-001-26.68IV-22I,South Chagrin,"5","15","1",0.011,200,41.42086,-81.4275,26.68,2003/09/11,JS,,none/natural channel,"29",50,"21",gravel,cobble,5,10,15,20,27,0,3,15,0,5,0,0,"8","25",15,"15",1.41,wide,wide,mature forest or wetland,mature forest or wetland,stream flowing,"0.5",severe,no,WWH,Chagrin River,Chagrin Falls,"35","1",Cuyahoga,Bentleyville,yes,2003/09/09,0.15,no,10,no,15.5,,7.77,0.339,yes,no,,,no,yes,visual,"15",yes,"49",,,,"1","1",,"5","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,common,,,,,,,,,,,,,rare,,,,,,,common,,,,,,,,,,,,abundant,,,,,,,rare,,common,,,,"1","1","3","5","69","19",Class II/Warm Water
